a,c,g,j,k,Y
167.89,34.235,238.83,11.056,153.36,19.195
166.46,35.797,240.28,10.958,153.0,19.185
166.16,36.397,244.53,11.04,151.98,19.199
165.83,38.344,246.3,11.002,151.95,19.250999999999998
165.01,26.826999999999998,202.59,10.82,148.5,18.81
163.31,28.014,210.35,10.821,148.39,18.346
164.04,34.538000000000004,230.34,10.821,149.29,19.382
166.57,32.387,234.8,10.823,151.29,18.932000000000002
163.35,31.051,223.37,10.823,148.23,18.590999999999998
164.05,31.051,222.5,10.889000000000001,149.04,18.705
163.22,30.944000000000003,225.75,10.777000000000001,149.13,19.257
166.57,32.4,238.49,11.058,151.66,19.387999999999998
165.55,33.330999999999996,244.26,11.067,151.89,19.395
165.58,34.944,244.57,11.004000000000001,153.07,19.512999999999998
167.61,33.754,244.57,11.097999999999999,152.78,19.595
159.59,27.374000000000002,218.79,10.600999999999999,146.35,18.477
156.86,26.949,207.98,10.324000000000002,141.64,18.199
155.14,26.884,203.93,10.309000000000001,140.32,18.066
154.53,27.298000000000002,199.15,10.237,139.58,17.956
154.68,39.071,209.89,10.184,140.76,17.249000000000002
154.68,34.828,227.59,10.177,141.21,17.669
154.55,34.289,229.59,10.129,141.94,18.04
188.38,35.622,234.9,11.389000000000001,172.17,18.163
192.05,35.622,233.57,11.575999999999999,173.33,19.027
192.05,34.076,227.17,11.622,174.28,18.831
192.0,28.967,219.04,11.634,173.95,18.604
154.88,44.532,242.61,10.315999999999999,138.65,18.168
154.9,42.42100000000001,250.27,10.422,138.09,18.204
154.9,38.209,235.23,10.394,138.55,17.945999999999998
155.39,31.74,235.84,10.36,138.89,17.916
155.55,29.795,234.36,10.387,139.26,17.983
146.57,30.698,191.52,9.9168,129.75,14.585999999999999
140.79,31.024,201.51,9.7131,123.47,16.48
141.74,33.132,204.17,9.6844,122.85,16.659000000000002
139.95,32.973,204.14,9.767999999999999,122.81,16.444000000000003
140.56,28.445999999999998,206.63,9.7886,123.57,16.505
140.53,30.285999999999998,206.53,9.6432,123.57,16.636
140.53,31.85,206.08,9.7622,123.57,16.609
140.56,31.314,208.24,9.7142,124.26,16.485
140.56,32.308,205.58,9.7074,124.26,16.791
140.33,30.875,207.51,9.7436,124.27,16.779
140.22,31.188000000000002,201.2,9.7357,123.13,15.950999999999999
140.16,29.578000000000003,202.38,9.7538,122.8,16.44
140.35,30.656,202.95,9.783,122.98,16.668
140.46,30.555,200.84,9.7453,122.89,16.561
139.94,31.851,204.72,9.7214,122.47,16.561
139.8,29.615,202.67,9.729,122.09,16.557000000000002
141.24,30.988000000000003,203.08,9.729,122.17,16.563
140.97,27.52,181.95,9.6435,128.91,16.557000000000002
142.9,27.755,193.05,9.7624,127.73,16.557000000000002
143.61,29.194000000000003,194.7,9.7204,128.1,16.355
141.98,30.081999999999997,200.38,9.7168,128.58,16.663
138.82,29.824,198.7,9.7168,127.98,16.645
138.91,26.906999999999996,190.65,9.7107,127.25,16.166
138.91,26.906999999999996,193.14,9.7054,126.45,16.348
138.95,26.768,194.73,9.7527,126.18,16.308
139.43,27.914,194.68,9.7276,125.17,16.16
139.43,30.084,202.93,9.7182,125.14,17.049
139.16,34.466,210.74,9.7545,125.14,17.099
139.15,39.1,225.89,9.6824,125.67,17.679000000000002
139.15,27.381999999999998,181.92,9.7287,124.28,16.215
139.64,27.51,183.27,9.7528,124.49,16.177
138.12,27.951,183.27,9.7078,124.63,15.440999999999999
137.52,29.31,197.65,9.6504,124.69,16.32
138.51,30.701,196.71,9.6504,124.61,16.297
138.73,32.07,199.34,9.6465,124.65,16.398
139.24,29.070999999999998,198.13,9.6618,123.79,16.12
139.92,28.462,198.4,9.6114,124.37,16.579
140.18,33.387,198.6,9.6334,124.65,16.459
139.16,30.283,195.85,9.6719,124.19,16.459
137.66,28.225,196.54,9.552,124.52,16.465
176.61,31.676,255.14,11.264000000000001,163.85,18.885
178.27,31.676,227.23,11.333,164.73,17.921
178.24,31.785,226.1,11.392999999999999,165.21,17.951
180.68,33.04,225.79,11.467,165.64,17.977999999999998
182.9,32.37,228.61,11.59,168.14,18.226
185.14,34.546,232.9,11.703,170.2,18.352999999999998
197.43,42.161,248.68,11.724,182.19,18.602999999999998
196.32,42.19,250.15,11.908,182.12,18.741
195.39,43.762,255.67,11.908,182.28,18.859
195.37,42.839,254.52,11.901,182.39,18.503
195.6,42.341,252.6,11.865,181.28,18.781
196.09,42.571999999999996,251.86,11.628,185.01,18.082
196.09,42.571999999999996,247.34,11.242,180.29,17.575
197.11,38.748000000000005,240.3,11.329,181.5,17.652
197.19,37.164,233.92,11.35,181.13,17.545
194.08,50.887,226.01,11.295,183.26,17.482
196.67,53.231,228.0,11.382,181.46,17.829
205.42,58.553999999999995,266.95,11.370999999999999,190.47,17.812
205.42,45.044,257.26,11.372,186.43,17.812
205.34,54.463,251.82,11.327,187.39,17.846
208.02,47.283,241.58,11.659,192.27,17.834
206.61,43.254,242.5,11.659,192.34,18.18
210.15,44.305,242.61,11.663,192.34,18.012999999999998
170.28,47.398,246.6,11.686,153.68,17.496
172.5,53.106,253.96,11.707,155.14,17.831
171.62,46.151,241.05,11.674000000000001,154.03,17.553
173.05,45.773999999999994,239.76,11.68,154.09,17.538
173.49,45.72,239.48,11.657,154.27,17.538
174.27,45.72,244.23,11.76,155.84,17.479
207.86,42.018,223.62,11.612,195.37,17.337
207.77,52.132,235.44,11.710999999999999,194.24,17.836
206.56,50.008,243.26,11.706,192.99,18.585
209.4,50.805,247.37,11.642000000000001,192.95,18.570999999999998
208.41,51.644,239.69,11.673,194.06,18.265
209.01,57.327,237.87,11.665,194.89,18.332
209.01,49.602,246.0,11.652000000000001,194.95,18.371
208.98,45.3,235.48,11.753,194.95,18.058
209.82,48.523,235.78,11.765999999999998,193.19,17.631
210.1,47.357,237.98,11.763,192.71,17.869
210.1,56.512,254.09,11.763,196.29,19.137999999999998
209.37,56.833999999999996,264.93,11.775,194.75,19.31
209.87,56.055,258.01,11.745,194.54,19.498
201.21,56.121,226.13,11.842,188.71,17.781
203.06,49.118,242.51,11.842,189.47,19.127
203.72,45.27,241.62,11.84,187.41,18.647000000000002
204.93,47.243,241.62,11.908,186.72,18.783
204.65,47.303999999999995,237.53,11.904000000000002,186.96,18.985
203.75,48.254,236.97,11.829,187.74,18.92
203.05,49.943000000000005,238.98,11.847999999999999,187.48,18.570999999999998
204.15,53.332,250.2,11.847999999999999,187.19,19.213
201.58,48.93,256.34,11.807,187.15,19.238
193.6,45.925,223.59,11.357999999999999,178.09,18.104
194.61,47.608000000000004,235.8,11.362,178.21,18.351
195.86,53.058,238.13,11.39,177.31,18.395
195.63,43.873999999999995,226.81,11.374,176.71,18.180999999999997
195.77,37.167,227.87,11.332,176.58,17.673
195.74,45.602,237.16,11.67,179.0,18.404
204.57,43.93899999999999,242.59,12.193,190.71,19.05
205.72,46.886,248.3,12.225,191.24,19.439
206.03,50.997,250.7,12.255,192.1,19.625
207.82,48.018,258.79,12.209000000000001,195.22,19.484
206.66,47.251999999999995,253.01,12.265,192.65,19.192
206.38,46.542,247.14,12.248,193.26,19.222
206.54,47.53,244.24,12.245999999999999,193.24,18.677
207.23,40.405,239.3,12.245999999999999,193.24,19.054000000000002
206.24,40.42,242.05,12.232000000000001,191.88,18.527
205.54,40.42,245.76,12.264000000000001,186.67,18.654
205.5,44.786,253.69,12.302,187.2,19.656
205.5,45.173,261.74,12.287,186.86,19.438
204.07,47.979,261.22,12.238,187.01,19.214000000000002
193.31,47.878,238.97,11.797,179.91,18.936
194.83,50.979,240.45,11.827,179.1,19.361
195.71,52.221000000000004,244.02,11.731,176.61,19.391
196.2,50.416000000000004,243.26,11.613,179.78,19.172
198.4,45.203,232.96,11.76,179.7,18.517
195.3,43.72,234.1,11.883,181.01,18.945999999999998
195.32,49.875,238.79,11.895,183.19,19.012999999999998
195.98,39.823,229.96,11.831,182.28,18.646
197.99,37.867,228.75,11.915999999999999,182.28,18.78
196.54,44.144,232.53,11.936,181.98,18.007
194.72,46.025,230.07,11.890999999999998,180.67,19.117
200.34,40.698,229.16,11.819,174.26,19.023
201.63,40.698,235.8,11.819,176.57,19.555
193.61,38.938,225.13,11.812000000000001,179.37,19.385
192.52,38.733000000000004,222.54,11.945,179.58,19.137999999999998
192.52,38.733000000000004,222.54,11.882,180.13,18.930999999999997
192.22,42.018,228.07,11.913,178.69,19.061
191.08,42.549,231.46,11.952,177.26,19.342
189.77,46.157,232.5,11.92,177.85,19.316
192.48,46.27,230.73,11.942,178.58,19.008
194.66,46.27,245.72,11.882,179.56,19.250999999999998
186.3,45.783,235.04,11.626,172.87,18.418
184.18,53.522,248.73,11.472999999999999,170.54,19.597
182.43,53.28,244.78,11.475,169.56,19.343
183.87,54.781000000000006,244.77,11.524000000000001,169.82,19.155
184.59,35.775,219.33,11.564,169.97,18.131
174.3,35.457,217.29,11.052,161.08,18.131
175.47,35.457,217.29,11.112,163.92,18.397000000000002
177.27,39.058,220.0,11.105,161.66,18.677
175.83,40.23,220.08,11.103,162.27,18.562
176.8,40.22,224.85,11.103,161.35,19.15
175.04,40.010999999999996,222.22,11.104000000000001,161.93,18.659000000000002
169.22,38.788000000000004,221.46,11.09,154.63,18.596
164.59,42.518,222.8,11.110999999999999,151.39,18.711
164.98,40.330999999999996,223.22,11.116,151.34,18.468
164.42,40.346,226.04,11.047,150.72,18.519000000000002
164.47,44.216,229.39,11.074000000000002,151.61,18.742
161.7,38.545,224.39,11.071,151.03,18.657
162.22,40.564,223.66,11.067,151.25,18.469
162.99,39.553000000000004,223.15,11.133,150.71,18.375999999999998
166.97,40.404,227.05,11.052,155.77,18.633
170.14,41.376999999999995,225.09,11.11,156.87,18.464000000000002
166.15,38.41,222.12,11.109000000000002,153.46,18.337
163.8,37.016,223.16,11.081,151.06,18.604
166.93,37.693000000000005,223.4,11.122,154.95,18.59
168.28,38.357,218.74,11.123,156.81,18.516
168.59,38.203,217.75,11.144,157.33,18.516
165.58,38.203,215.7,11.1,153.1,18.221
164.89,37.766999999999996,220.05,11.068,153.96,18.465
162.76,40.907,220.24,11.112,151.73,17.833
160.69,39.692,220.63,11.114,149.13,18.276
160.63,38.898,223.99,11.114,148.28,18.285999999999998
166.04,40.244,224.05,11.159,152.57,18.285999999999998
164.94,41.839,226.16,11.038,153.92,18.35
167.0,40.525,225.72,11.110999999999999,155.09,18.35
167.09,42.32899999999999,231.91,11.139000000000001,154.94,18.637999999999998
167.24,41.191,231.13,11.071,154.66,18.496
167.04,26.81,160.18,10.774000000000001,154.32,16.758
171.33,29.888,166.99,10.977,158.32,17.432000000000002
170.1,32.858000000000004,167.06,10.936,157.58,17.432000000000002
166.09,31.964000000000002,167.39,11.014000000000001,154.54,17.41
171.79,35.391,197.35,11.014000000000001,159.41,18.141
179.84,38.811,192.76,11.020999999999999,166.53,18.26
180.16,40.941,191.67,11.165,167.64,18.47
179.39,40.634,200.93,11.085,165.61,18.639
176.55,37.109,200.93,11.1,164.01,17.904
176.68,36.915,201.59,11.11,163.95,18.861
177.64,41.896,206.3,11.082,163.45,18.538
175.06,42.8,211.53,11.055,161.8,17.868
174.99,36.521,215.33,11.055,161.84,18.065
170.11,41.803000000000004,222.88,10.997,157.28,18.387999999999998
173.91,41.156000000000006,231.74,10.988,159.11,18.442
163.44,36.178000000000004,231.74,10.594000000000001,150.82,13.589
158.05,45.136,186.93,10.35,146.04,17.574
152.99,45.136,232.92,9.9977,140.35,14.463
151.26,45.602,240.17,9.7027,139.09,16.065
150.88,39.513000000000005,240.28,9.7007,140.59,16.396
150.8,35.707,240.28,9.7319,139.48,16.519000000000002
150.3,37.024,227.54,9.7384,138.55,15.860999999999999
145.47,40.056999999999995,231.67,9.7926,133.54,15.870999999999999
143.24,37.667,231.33,9.7728,131.78,15.870999999999999
143.9,37.323,244.33,9.7032,131.91,15.925
144.53,39.075,241.02,9.7357,131.01,16.034000000000002
144.12,39.001,241.2,9.7829,130.8,16.107
143.11,35.214,236.82,9.7574,130.82,16.331
142.53,36.615,247.65,9.7412,130.75,16.3
146.78,47.321999999999996,249.45,9.7891,135.88,16.237000000000002
146.11,41.281000000000006,250.91,9.7586,133.97,16.133
145.7,40.775,251.57,9.7687,134.41,16.102
144.25,39.421,251.39,9.796,133.3,16.114
147.53,37.405,236.89,9.7342,135.7,16.114
147.09,41.878,235.91,9.7508,135.87,16.118
147.15,39.027,247.05,9.764,136.08,16.261
148.82,44.223,240.32,9.7047,136.99,16.17
148.43,41.646,240.62,9.7751,137.32,15.853
147.59,40.321999999999996,234.78,9.7538,136.78,15.83
147.68,37.801,235.13,9.7406,136.84,16.12
147.53,37.801,245.01,9.7464,136.76,16.259
143.01,37.694,241.32,9.7687,132.66,15.835
142.73,32.306,225.11,9.7299,129.9,15.982999999999999
143.09,36.406,224.51,9.7416,129.9,15.982999999999999
142.5,33.107,226.05,9.7416,129.9,15.98
142.24,32.816,227.52,9.7687,129.94,16.174
142.18,35.273,228.79,9.8034,129.69,16.348
142.99,36.571999999999996,229.7,9.7176,131.83,16.575
145.72,33.012,221.83,9.7631,134.46,15.899000000000001
145.64,33.012,219.08,9.8423,133.23,15.889000000000001
146.58,33.296,221.15,9.7323,136.3,15.954
147.26,33.649,217.71,9.7563,135.5,15.612
146.82,37.405,218.05,9.7747,136.13,15.675
143.13,38.944,218.05,9.7356,132.8,15.862
144.32,36.379,233.98,9.737,133.64,16.67
141.96,31.22,234.27,9.7963,130.31,16.705
142.61,40.928000000000004,228.35,9.7775,128.46,15.932
143.04,41.433,225.33,9.7581,127.69,16.073
169.8,40.580999999999996,215.92,11.102,156.27,16.419
167.78,38.988,222.82,11.004000000000001,155.55,18.070999999999998
167.71,37.608000000000004,228.76,11.183,152.16,18.403
166.02,34.869,219.44,11.06,151.84,17.596
166.59,35.735,222.34,11.107999999999999,149.92,17.635
165.81,36.143,221.74,11.122,152.73,17.635
166.46,37.164,221.74,11.056,152.1,17.951
165.56,34.821999999999996,228.21,11.046,152.15,18.581
164.43,34.821999999999996,214.3,11.128,153.04,17.229
166.15,35.039,218.36,11.104000000000001,154.96,17.680999999999997
167.59,35.576,220.17,11.005999999999998,156.48,17.758
169.04,37.674,225.16,11.025,157.39,18.067
170.5,39.643,225.06,11.048,157.65,17.477999999999998
170.43,34.616,229.63,11.052,157.65,17.783
169.48,36.641999999999996,230.32,11.014000000000001,157.91,17.794
168.34,45.238,235.27,10.979000000000001,156.81,17.826
170.04,34.861,232.28,11.050999999999998,158.43,17.826
171.95,38.606,231.5,11.1,158.4,17.826
171.38,38.459,233.21,11.087,159.03,17.827
172.58,36.128,225.13,11.013,159.67,17.645
172.19,42.747,227.09,10.949000000000002,160.9,17.668
183.53,38.839,211.85,11.129000000000001,171.15,15.681
186.31,32.961999999999996,193.28,11.280999999999999,171.83,17.073
185.63,33.988,195.08,11.325999999999999,172.02,17.072
184.57,33.927,193.7,11.295,173.25,17.072
185.38,33.927,193.97,11.338,173.43,16.58
139.7,33.927,185.56,9.7469,128.89,15.107000000000001
138.0,34.626999999999995,213.17,9.7504,125.29,15.636
145.43,34.626999999999995,267.17,10.122,131.95,20.416
146.09,33.9,222.43,10.456,132.32,16.859
146.69,33.065,211.43,10.470999999999998,137.09,16.249000000000002
149.37,33.236,215.21,10.452,138.77,16.767
145.71,33.236,217.43,10.467,132.95,16.849
151.81,34.394,221.0,10.425999999999998,137.7,16.634
153.47,36.887,229.53,10.398,142.97,16.634
158.18,44.123000000000005,225.16,10.458,145.5,16.61
156.13,35.583,224.16,10.462,145.39,16.746
153.91,38.86,221.33,10.362,141.89,16.511
150.6,29.421999999999997,187.35,10.359000000000002,137.77,15.824000000000002
151.68,37.187,227.97,10.442,137.77,16.892
151.68,35.064,229.88,10.333,140.95,16.892
151.88,36.2,232.93,10.404000000000002,141.3,16.912
151.53,36.979,234.29,10.395999999999999,138.43,16.912
151.21,37.753,235.09,10.349,137.73,16.917
154.83,42.88,241.97,10.414000000000001,144.21,17.035999999999998
156.65,40.145,238.72,10.399000000000001,144.21,16.859
156.64,34.738,227.59,10.399000000000001,144.2,16.435
157.44,34.847,226.67,10.404000000000002,144.8,16.413
158.33,35.211,223.06,10.413,145.78,16.209
158.69,35.17,224.3,10.353,145.78,16.289
157.27,37.233000000000004,226.76,10.34,145.75,16.1
187.79,37.05,225.73,11.545,176.87,18.023
192.65,33.066,205.53,11.747,178.92,17.288
195.15,33.43,206.84,11.882,179.83,17.525
200.65,36.598,222.24,12.199000000000002,186.85,18.084
200.64,34.424,222.8,12.199000000000002,186.16,18.046
200.64,33.510999999999996,222.41,12.210999999999999,185.97,18.049
204.06,33.164,225.78,12.265999999999998,188.98,18.198
204.32,32.175,225.55,12.2,189.51,18.155
204.48,43.805,225.55,12.2,189.38,18.203
203.42,37.465,225.49,12.190999999999999,189.69,18.203
203.85,32.154,225.76,12.305,190.39,18.264
205.05,32.154,227.07,12.285,191.78,18.35
204.7,32.116,224.77,12.231,189.9,18.54
204.55,34.561,224.97,12.207,189.16,18.12
206.12,34.643,223.81,12.208,191.08,18.264
205.44,44.913000000000004,224.29,12.208,190.68,18.477999999999998
204.37,36.238,223.88,12.257,188.88,18.402
205.81,34.326,223.76,12.272,191.14,18.424
199.37,34.348,225.93,12.227,183.53,18.413
199.03,35.928000000000004,230.47,12.38,185.87,18.243
202.1,34.784,231.62,12.443,187.83,18.621
201.3,41.016000000000005,245.76,12.422,187.55,19.476
201.94,56.316,246.34,12.456,187.6,18.906
202.03,35.91,239.23,12.384,187.74,18.906
196.01,35.916,237.17,12.482000000000001,185.54,18.765
199.5,38.961999999999996,237.5,12.457,185.4,18.997
201.29,36.92,237.5,12.458,185.4,18.492
198.69,34.288000000000004,237.6,12.454,185.36,18.77
198.38,41.224,245.44,12.475,184.11,18.995
199.44,41.224,245.44,12.482999999999999,184.11,18.993
198.2,41.192,245.23,12.522,184.21,18.842
200.13,40.923,248.51,12.52,182.5,18.759
202.75,41.321999999999996,254.09,12.434000000000001,182.32,19.315
209.07,41.321999999999996,269.4,12.425999999999998,179.32,19.347
204.08,41.646,266.72,12.422,181.13,19.32
203.91,31.820999999999998,220.03,12.290999999999999,184.75,19.198
203.95,31.541,219.94,12.484000000000002,184.85,18.87
206.5,34.098,223.37,12.45,183.59,18.601
200.85,35.211999999999996,230.22,12.445,184.61,19.129
201.51,41.006,243.42,12.584000000000001,185.02,19.285999999999998
206.75,38.817,243.51,12.574000000000002,192.89,19.500999999999998
209.34,44.442,264.39,12.562000000000001,194.12,19.233
202.47,45.665,264.39,12.550999999999998,189.38,19.233
207.84,46.066,265.39,12.492,192.15,19.233
207.48,42.716,265.26,12.53,192.59,19.413
204.05,42.806000000000004,260.45,12.469000000000001,190.25,18.858
203.27,42.806000000000004,251.68,12.274000000000001,189.79,18.682000000000002
200.09,43.451,248.9,12.427999999999999,185.64,18.555999999999997
196.84,43.451,257.69,12.413,183.57,19.097
197.33,40.475,245.61,12.288,183.02,19.097
201.21,41.336000000000006,266.39,12.387,187.53,19.113
197.33,50.956,252.03,12.335999999999999,183.29,18.508
195.55,40.635999999999996,244.81,12.389000000000001,183.46,18.522000000000002
201.96,40.116,244.81,12.325,188.37,18.558
202.3,42.523,260.86,12.304,181.48,19.225
202.15,45.173,260.86,12.414000000000001,183.68,19.116
203.97,41.895,260.45,12.401,186.97,19.102999999999998
202.68,41.977,257.42,12.344000000000001,179.95,19.102999999999998
200.94,41.977,251.24,12.357000000000001,180.06,18.701
197.6,44.284,255.74,12.357000000000001,183.91,18.701
200.37,41.159,255.74,12.352,187.8,18.63
203.71,45.541000000000004,256.62,12.352,190.6,18.762999999999998
201.03,43.47,257.01,12.383,190.6,18.858
204.32,42.955,256.8,12.345999999999998,190.8,18.708
204.11,43.818999999999996,258.07,12.363,190.49,18.948
201.18,58.981,237.41,12.235,187.75,17.864
200.97,40.038000000000004,249.56,12.145,184.03,18.660999999999998
200.97,40.385999999999996,250.9,12.366,182.54,18.634
198.86,38.414,254.75,12.308,182.81,19.17
197.88,36.963,248.39,12.294,182.62,18.374000000000002
197.4,36.963,247.56,12.302,184.03,18.166
198.43,36.77,247.56,12.253,184.12,18.488
198.23,43.301,260.34,12.367,185.06,19.284000000000002
201.31,42.14,258.71,12.377,181.26,18.859
202.7,37.423,256.5,12.296,181.72,18.913
208.41,46.532,268.77,12.287,179.17,19.449
206.83,48.313,283.25,12.374,179.17,19.465
201.49,45.775,272.86,12.213,179.08,19.02
199.65,45.24100000000001,260.56,12.213,179.35,19.274
199.05,42.044,256.39,12.213,178.98,19.261
201.98,48.841,262.0,12.210999999999999,187.53,19.261
193.37,50.56399999999999,258.16,11.894,175.96,18.173
197.18,25.995,231.67,11.894,184.14,18.463
199.62,36.704,249.52,11.897,184.57,18.834
202.02,45.942,253.32,11.944,186.33,18.846
201.18,40.865,254.19,11.91,182.36,18.846
200.19,40.774,258.85,11.833,185.63,19.142
202.57,36.224000000000004,243.34,11.929,187.04,18.337
195.18,36.972,243.83,11.902999999999999,179.77,18.967
194.89,39.848,250.88,11.907,177.51,19.241
197.85,35.204,241.38,11.907,176.05,18.642
199.1,37.367,244.46,11.904000000000002,174.72,18.46
193.86,37.297,246.59,11.895,179.24,18.472
191.96,34.486999999999995,243.83,11.905999999999999,178.95,18.542
192.43,36.567,242.89,11.931,179.92,18.583
196.69,41.122,254.06,11.923,184.42,18.962
197.4,40.9,250.3,11.925999999999998,178.8,18.658
197.4,37.529,248.33,11.956,182.93,18.322
213.16,57.261,260.57,11.99,190.52,18.115
214.15,48.052,258.95,11.981,194.25,18.488
215.37,45.042,246.84,11.833,200.8,17.848
207.54,40.397,245.16,11.792,192.8,17.689
206.73,40.203,244.02,11.798,189.16,17.384
206.73,45.553999999999995,242.9,11.765999999999998,192.25,17.602
206.82,36.506,235.9,11.987,192.25,17.771
206.82,40.298,252.9,12.079,192.28,18.259
205.87,40.248000000000005,246.26,12.014000000000001,191.87,17.957
204.87,40.248000000000005,249.0,11.998,192.07,18.397000000000002
205.1,39.406,243.85,12.074000000000002,192.02,18.094
201.51,25.68,243.85,11.81,191.79,18.094
208.06,42.254,247.98,12.149000000000001,191.79,18.239
212.91,40.396,247.6,12.127,195.26,18.3
213.72,43.82,249.29,12.11,194.37,18.317
213.11,32.73,230.0,12.167,194.37,18.32
211.41,39.497,245.14,12.192,194.39,18.522000000000002
209.03,39.497,255.41,12.205,198.66,18.538
210.57,38.895,248.7,12.212,195.7,18.53
203.59,37.22,230.98,11.825999999999999,189.58,17.494
208.42,37.034,242.93,12.005999999999998,194.18,18.375
211.73,37.19,243.95,12.186,197.68,18.098
212.94,38.62,246.51,12.235,197.68,18.66
214.67,38.483000000000004,244.57,12.235,197.89,18.207
217.5,38.483000000000004,244.57,12.338,200.14,18.577
215.42,38.396,244.43,12.280999999999999,201.68,18.368
212.22,38.228,241.4,12.158,196.37,18.372
213.45,44.123000000000005,245.34,12.235999999999999,197.92,18.328
210.99,36.812,237.98,12.187000000000001,197.41,17.844
210.92,41.625,243.47,12.187999999999999,196.65,18.242
210.92,39.643,240.36,12.159,195.96,18.278
210.31,36.519,240.94,12.123,194.82,18.394000000000002
210.02,37.356,239.16,12.187999999999999,194.79,18.315
211.82,37.202,239.18,12.241,194.79,18.152
209.39,38.963,238.62,12.137,196.24,18.145
214.22,42.854,239.91,12.197000000000001,192.22,18.119
212.79,40.64,242.09,12.213,194.05,18.247
211.25,39.122,245.6,12.207,195.09,18.521
208.85,44.688,252.13,12.159,195.37,18.619
203.41,34.159,229.17,11.869000000000002,190.84,17.664
206.16,39.049,242.92,11.97,191.39,18.445999999999998
209.38,37.948,245.59,12.168,194.05,18.564
209.13,40.919000000000004,246.67,12.100999999999999,194.61,18.882
205.39,36.708,232.84,11.898,191.53,18.01
203.34,33.76,222.61,11.890999999999998,189.46,17.508
208.13,33.455,230.39,12.009,192.79,18.355999999999998
208.1,37.297,231.8,12.029000000000002,192.85,18.293
205.86,37.139,231.85,12.102,192.51,18.253
207.01,37.139,228.4,12.005999999999998,192.25,18.137
206.38,37.135,226.26,12.085999999999999,191.78,18.03
206.27,36.477,226.03,12.075999999999999,192.41,18.176
207.44,34.722,238.0,12.034,192.29,18.32
209.6,41.533,244.43,12.043,196.43,15.504000000000001
210.66,41.533,269.47,11.978,196.78,18.994
210.27,48.193999999999996,267.89,11.98,195.86,19.180999999999997
210.28,54.257,278.57,11.860999999999999,193.59,19.227
208.2,53.976000000000006,258.85,11.782,192.05,18.785
208.2,37.689,249.68,11.828,192.88,18.557000000000002
208.12,37.722,240.43,11.763,193.15,18.489
200.16,37.9,225.94,11.468,188.69,18.003
202.96,30.685,215.67,11.462,188.62,17.997
202.66,30.201999999999998,215.34,11.412,188.62,18.396
202.45,32.400999999999996,215.34,11.379000000000001,188.65,18.497
200.79,34.821999999999996,230.06,11.294,188.15,19.344
204.35,33.888000000000005,229.77,11.468,188.1,18.305
202.86,36.18,229.77,11.384,189.06,18.51
202.54,35.05,231.31,11.402999999999999,189.76,18.421
195.16,30.163,213.46,12.03,181.86,18.3
197.55,34.155,222.75,12.03,183.82,18.787
190.71,32.506,206.71,12.004000000000001,178.55,18.593
193.68,32.664,211.19,12.100999999999999,178.06,19.009
192.92,30.926,211.84,12.103,179.99,18.965
181.83,30.926,211.84,10.948,170.2,19.38
172.34,30.191,209.79,11.12,161.38,17.454
172.61,38.223,230.48,11.081,161.29,18.509
168.31,28.031,233.48,11.113,156.76,19.067
168.58,53.007,254.17,11.06,156.04,18.269000000000002
167.43,40.54,246.87,11.089,155.0,18.191
167.57,42.50899999999999,259.29,11.094000000000001,155.24,18.394000000000002
166.97,48.038999999999994,276.0,11.094000000000001,155.43,18.521
167.18,38.21,248.77,11.139000000000001,155.71,18.342
167.83,41.004,250.73,11.055,155.94,18.189
167.04,41.643,251.32,11.107999999999999,155.44,18.232
167.34,42.287,260.8,11.117,156.04,18.32
168.61,42.26,259.02,11.112,155.34,18.424
167.96,30.026999999999997,209.58,10.970999999999998,154.94,17.72
165.41,25.555999999999997,195.08,10.834000000000001,153.0,17.315
163.74,32.485,204.67,10.812999999999999,151.85,17.522000000000002
154.9,29.554000000000002,201.23,10.812999999999999,145.9,17.758
165.37,31.331,201.23,10.839,152.95,17.665
168.73,36.123000000000005,213.59,11.035,155.44,18.002
170.36,33.935,216.52,11.065999999999999,158.0,18.156
170.45,35.357,220.87,11.08,157.92,18.395
171.35,37.808,219.57,11.149000000000001,157.5,18.387
169.28,40.893,240.11,11.034,157.31,18.387
168.71,40.893,240.11,11.094000000000001,156.77,18.805
168.19,40.641999999999996,239.94,11.075999999999999,156.77,18.144000000000002
168.5,38.839,238.38,11.062999999999999,156.01,18.153
167.19,37.243,230.15,11.084000000000001,155.34,18.153
167.49,37.321,231.75,11.113,155.43,17.805999999999997
167.75,36.926,233.45,11.009,156.14,18.298
168.33,47.626999999999995,229.56,11.06,155.92,18.348
166.82,39.035,234.41,11.072000000000001,156.4,18.305999999999997
167.63,37.728,234.41,11.009,156.4,18.305999999999997
168.07,37.884,234.79,11.049000000000001,156.43,18.517
167.09,38.221,234.27,11.103,155.03,18.409000000000002
167.09,36.935,232.31,11.058,156.15,18.227999999999998
167.03,35.388000000000005,230.06,11.083,156.15,18.096
167.33,39.529,226.37,11.085999999999999,156.15,18.254
168.28,36.135999999999996,232.67,11.085999999999999,156.2,18.238
167.75,36.334,232.76,11.082,156.3,18.227999999999998
167.86,40.451,230.74,11.082,156.23,18.012
144.53,30.711,165.7,9.6826,133.53,15.817
135.71,27.287,170.3,9.7236,123.66,15.89
136.27,32.17,176.49,9.6349,123.37,16.254
135.54,34.819,177.65,9.6502,124.16,15.722000000000001
135.82,35.193000000000005,180.39,9.6802,124.49,16.14
